S_NO,VEHICLE_NO,IMEI1,IMEI2,ICCID,MDT_NUMBER,VEHICLE_TYPE,RO,PIU,TOLL_NAME
1164,KA16N8058,350284942953387,350776872953386,8991102406391710000,5754228294914,crane,Bangalore,Chitradurga,Thimmalapura
1165,AP40EM3379,350284942983558,350776872983557,8991102406391710000,5754228294720,crane,Hyderabad,Hyderabad,Chillakallu
1166,TG07T5829,350284942991551,350776872991550,8991102406391710000,5754228294747,patrol vehicle,Hyderabad,Hyderabad,Panthangi
1167,MH04KU0583,350284942984382,350776872984381,8991102406391710000,5754228294731,ambulance,Hyderabad,Hyderabad,Korlaphadu
1168,MH04KU0580,350284942947389,350776872947388,8991102406391710000,5754228294777,ambulance,Hyderabad,Hyderabad,Chillakallu
1169,UP78LN3816,350284942418001,350776872418000,8991102406391710000,5754228294833,patrol vehicle,Hyderabad,Hyderabad,Chillakallu
1170,KA16N8059,350284942485141,350776872485140,8991102406391710000,5754228294938,crane,Bangalore,Chitradurga,Kananakatte
1171,TG07T5827,350284942487311,350776872487310,8991102406391710000,5754228294729,patrol vehicle,Hyderabad,Hyderabad,Korlaphadu
1172,MC1E4FCA7SP023167,350284942486347,350776872486346,8991102406391710000,5754228294756,ambulance,Bangalore,Chitradurga,Thimmalapura
1173,AP40BL6996,350284942486040,350776872486049,8991102406391710000,5754228294703,Crane,Hyderabad,Hyderabad,Korlaphadu
1174,MH04KU0586,350284942893120,350776872893129,8991102406391710000,5754228294748,ambulance,Hyderabad,Hyderabad,Panthangi
1175,TS08HV9066,350284942952470,350776872952479,8991102406391710000,5754228294699,crane,Hyderabad,Hyderabad,Panthangi
1176,MC1E4FCA4SP023188,350284942952256,350776872952255,8991102406391710000,5754228294939,ambulance,Bangalore,Chitradurga,Kananakatte
1177,KA17AB2180,350284942947801,350776872947800,8991102406391710000,5754228294915,patrol vehicle,Bangalore,Chitradurga,Kananakatte
1178,KA35D2269,350284942953569,350776872953568,8991102406391710000,5754228294919,patrol vehicle,Bangalore,Chitradurga,Thimmalapura
1179,HR46G1895,350284942953114,350776872953113,8991102406368010000,5754226698953,patrol vehicle,Delhi,Ghaziabad,Bhojpur
1180,RJ11PA6737,350284942949013,350776872949012,8991102406367900000,5754226687644,ambulance,Bhopal,Bhopal,Sonkacch
1181,UP32ZN1674,350284942984259,350776872984258,8991102406367900000,5754226687641,ambulance,Bhopal,Bhopal,Kachnaria
1182,HR22U1193,350284942949518,350776872949517,8991102406367900000,5754226687728,crane,Chandigarh,Ambala,Sambhu-Ghaggar
1183,RJ23GD1076,350284942959137,350776872959136,8991102406367900000,5754226687730,patrol vehicle,Chandigarh,Ambala,Gharaunda-Karnal
1184,RJ31PA4966,350284942957586,350776872957585,8991102406367900000,5754226687732,Ambulance,Chandigarh,Ambala,Sambhu-Ghaggar
1185,HR46F9134,350284942952306,350776872952305,8991102406367900000,5754226687727,patrol vehicle,Chandigarh,Ambala,Sambhu-Ghaggar
1186,HR22U3844,350284942953353,350776872953352,8991102406367900000,5754226687729,crane,Chandigarh,Ambala,Gharaunda-Karnal
1187,HR46F0483,350284942953338,350776872953337,8991102406367900000,5754226687733,patrol vehicle,Chandigarh,Chandigarh,Dhareri Jattan
1188,HR39D9129,350284942949674,350776872949673,8991102406367900000,5754226687726,Ambulance,Chandigarh,Sonipat,Makrauli Kalan
1189,HR22T1298,350284942949591,350776872949590,8991102406367900000,5754226687725,crane,Chandigarh,Ambala,Sambhu-Ghaggar
1190,OD02CX2433,350284942949187,350776872949186,8991102406391710000,5754228294713,patrol vehicle,Hyderabad,Warangal,Komatipalli
1191,TG30T1402,350284942947264,350776872947263,8991102406391710000,5754228294742,ambulance,Hyderabad,Warangal,Gudur-Hyd-Yadgiri
1192,RJ11PA6763,350284942947785,350776872947784,8991102406391710000,5754228294945,ambulance,Hyderabad,Warangal,Komalla
1193,TS30TA6893,350284942949328,350776872949327,8991102406391710000,5754228294746,patrol vehicle,Hyderabad,Warangal,Gudur-Hyd-Yadgiri
1194,TS30L6064,350284942948296,350776872948295,8991102406391710000,5754228294893,crane,Hyderabad,Warangal,Gudur-Hyd-Yadgiri
1195,OD02CU7383,350284942957537,350776872957536,8991102406391710000,5754228294744,patrol vehicle,Hyderabad,Warangal,Komalla
1196,TS03FC4338,350284942948494,350776872948493,8991102406391710000,5754228294927,Crane,Hyderabad,Warangal,Komalla
1197,RJ11PA6714,350284942953122,350776872953121,8991102406391710000,5754228294940,ambulance,Hyderabad,Warangal,Komatipalli
1198,RJ11PA6600,350284942932324,350776872932323,8991102406391630000,5754228286802,ambulance,Mumbai,Ahmednagar,Dumberwadi
1199,RJ11PA6599,350284942932043,350776872932042,8991102406391630000,5754228286801,ambulance,Mumbai,Ahmednagar,Dhoki
1200,RJ11PA6795,350284942932209,350776872932208,8991102406391630000,5754228286798,ambulance,Mumbai,Ahmednagar,Rahata
1201,UP32PN2359,350284942984150,350776872984159,8991102406367900000,5754226687740,ambulance,Delhi,Ghaziabad,"Toll_LOC_Sare Homes Housing Society, Shahpur Bamheta - Location"
1202,UP32JN2165,350284942934742,350776872934741,8991102406367900000,5754226687741,patrol vehicle,Delhi,Ghaziabad,Dasna-EPE
1203,UP11CT1132,350284942932118,350776872932117,8991102406367900000,5754226687754,crane,Delhi,Ghaziabad,"Akshardham Temple, NH-9"
1204,UP11BT8448,350284942932225,350776872932224,8991102406367900000,5754226687739,ambulance,Delhi,Ghaziabad,"Akshardham Temple, NH-9"
1205,RJ52GB4324,350284942418183,350776872418182,8991102406367900000,5754226687762,patrol vehicle,Delhi,Ghaziabad,"Akshardham Temple, NH-9"
1206,UP53GT3458,350284942418480,350776872418489,8991102406367900000,5754226687742,crane,Delhi,Ghaziabad,"Toll_LOC_Sare Homes Housing Society, Shahpur Bamheta - Location"
1207,PB13BH6682,350284942757564,350776872757563,8991102406391710000,5754228294913,crane,Bangalore,Chitradurga,Hirehalli
1208,TG03T0719,350284942757598,350776872757597,8991102406391710000,5754228294706,patrol vehicle,Hyderabad,Warangal,Muthojipet
1209,TS03UA9662,350284942418456,350776872418455,8991102406391710000,5754228294714,ambulance,Hyderabad,Warangal,Muthojipet
1210,KA16AA2683,350284942421229,350776872421228,8991102406391710000,5754228294911,patrol vehicle,Bangalore,Chitradurga,Hirehalli
1211,RJ11PA6705,350284942757556,350776872757555,8991102406391710000,5754228294715,ambulance,Hyderabad,Warangal,Medipally-Bhupalpally TP
1212,AP31AV6577,350284942961190,350776872961199,8991102406391710000,5754228294870,crane,Hyderabad,Warangal,Muthojipet
1213,KA01AM1925,350284942757580,350776872757589,8991102406391710000,5754228294907,patrol vehicle,Bangalore,Chitradurga,Chalageri
1214,KA16D9142,350284942421401,350776872421400,8991102406391710000,5754228294924,patrol vehicle,Bangalore,Chitradurga,Hebbalu
1215,KA16AA7779,350284942760261,350776872760260,8991102406391710000,5754228294934,patrol vehicle,Bangalore,Chitradurga,Hirehalli
1216,RJ11PA6730,350284942952249,350776872952248,8991102406391710000,5754228294857,ambulance,Hyderabad,Warangal,Jawahar Nagar
1217,AP36TB5019,350284942961232,350776872961231,8991102406391710000,5754228294716,ambulance,Hyderabad,Khammam-1,Chinthapally
1218,TG03T0718,350284942954948,350776872954947,8991102406391710000,5754228294936,patrol vehicle,Hyderabad,Khammam-1,Chinthapally
1219,AP23L5209,350284942758042,350776872758041,8991102406391710000,5754228294701,crane,Hyderabad,Khammam-1,Chinthapally
1220,AP40CP0406,350284942947470,350776872947479,8991102406391710000,5754228294745,crane,Hyderabad,Warangal,Komatipalli
1221,KA01AM1923,350284942439916,350776872439915,8991102406391710000,5754228294931,patrol vehicle,Bangalore,Chitradurga,Chalageri
1222,WB41K2885,350284942959475,350776872959474,,,ambulance,Kolkata,Durgapur,Palsit
1223,KA51MR1858,350284942960911,350776872960910,8991102406391710000,5754228294917,crane,Bangalore,Chitradurga,Chalageri
1224,KA51MR1856,350284942418167,350776872418166,8991102406391710000,5754228294908,crane,Bangalore,Chitradurga,Chalageri
1225,KA51AH0732,350284942985322,350776872985321,8991102406391710000,5754228294928,ambulance,Bangalore,Chitradurga,Chalageri
1226,AP05TD5085,350284942982543,350776872982542,8991102406391710000,5754228294935,ambulance,Bangalore,Chitradurga,Hirehalli
1227,KA685589,350284942984515,350776872984514,8991102406391710000,5754228294916,patrol vehicle,Bangalore,Chitradurga,Chalageri
1228,AP27TY8747,350284942982501,350776872982500,8991102406391710000,5754228294937,ambulance,Bangalore,Chitradurga,Hirehalli
1229,KA51AH0731,350284942981735,350776872981734,8991102406391710000,5754228294930,ambulance,Bangalore,Chitradurga,Chalageri
1230,KA51MR1852,350284942932365,350776872932364,8991102406391710000,5754228294932,crane,Bangalore,Chitradurga,Chalageri
1231,KA51AH0730,350284942907052,350776872907051,8991102406391710000,5754228294929,ambulance,Bangalore,Chitradurga,Chalageri
1232,RJ18GC8173,350284942982576,350776872982575,8991102406391630000,5754228287157,patrol vehicle,Jabalpur,Jabalpur,Boharipar-Khursi
1233,RJ14PG3933,350284942932134,350776872932133,8991102406391630000,5754228287151,ambulance,Jabalpur,Jabalpur,Bahoripar
1234,UP85ET9082,350284942984739,350776872984738,8991102406391630000,5754228287152,crane,Jabalpur,Jabalpur,Boharipar-Khursi
1235,RJ11PA6601,350284942991361,350776872991360,8991102406391630000,5754228286825,ambulance,Mumbai,Ahmednagar,Badewadi
1236,RJ14PG3932,350284942984606,350776872984605,8991102406391630000,5754228287162,ambulance,Jabalpur,Jabalpur,Boharipar-Khursi
1237,UP85ET7873,350284942932118,350776872932117,8991102406391630000,5754228287159,crane,Jabalpur,Jabalpur,Bahoripar
1238,RJ18GC8169,350284942984499,350776872984498,8991102406391630000,5754228287155,patrol vehicle,Jabalpur,Jabalpur,Boharipar-Khursi
1239,UP86T4305,350284942999141,350776872999140,8991102406391710000,5754228294829,ambulance,Kolkata,Kolkata,Sonapetya
1240,WB29C0975,350284942984705,350776872984704,8991102406391710000,5754228294834,patrol vehicle,Kolkata,Kolkata,Sonapetya
1241,KA16D8424,350284942932217,350776872932216,8991102406391710000,5754228294901,ambulance,Bangalore,Chitradurga,Hebbalu
1242,KA16P1806,350284942991346,350776872991345,8991102406391710000,5754228294902,crane,Bangalore,Chitradurga,Hebbalu
1243,WB34BB8012,350284942991510,350776872991519,8991102406391710000,5754228294847,crane,Kolkata,Kolkata,Debra
1244,WB41J8939,350284942418100,350776872418109,8991102406391710000,5754228294845,patrol vehicle,Kolkata,Kolkata,Debra
1245,KA16D9047,350284942421153,350776872421152,8991102406391710000,5754228294759,patrol vehicle,Bangalore,Chitradurga,Hebbalu
1246,WB918806,350284942440500,350776872440509,8991102406391710000,5754228294896,patrol vehicle,Kolkata,Jalpaiguri,Surjapur
1247,KA16D8423,350284942418522,350776872418521,8991102406391710000,5754228294750,ambulance,Bangalore,Chitradurga,Hebbalu
1248,WB29A5237,350284942419405,350776872419404,8991102406391710000,5754228294846,ambulance,Kolkata,Kolkata,Debra
1249,KA16D9143,350284942440187,350776872440186,8991102406391710000,5754228294906,patrol vehicle,Bangalore,Chitradurga,Hebbalu
1250,KA16P1808,350284942984549,350776872984548,8991102406391710000,5754228294904,crane,Bangalore,Chitradurga,Hebbalu
1251,WB918778,350284942982600,350776872982609,8991102406391710000,5754228294885,patrol vehicle,Kolkata,Jalpaiguri,Paschim Madati
1252,WB74BJ2886,350284942994795,350776872994794,8991102406391710000,5754228294894,crane,Kolkata,Jalpaiguri,Paschim Madati
1253,KA17D4971,350284942992450,350776872992459,8991102406391710000,5754228294941,ambulance,Bangalore,Chitradurga,Hebbalu
1254,KA16P1807,350284942983533,350776872983532,8991102406391715040U,5754228294905,crane,Bangalore,Chitradurga,Hebbalu
1255,MH14JL3941,350284942985090,350776872985099,8991102406391710000,5754228294897,ambulance,Kolkata,Jalpaiguri,Paschim Madati
1256,WB74BJ2986,350284942983657,350776872983656,8991102406391710000,5754228294871,crane,Kolkata,Jalpaiguri,Surjapur
1257,CG04NM2123,350284942983020,350776872983029,8991102406391710000,5754228294860,ambulance,Kolkata,Jalpaiguri,Surjapur
1258,JH09AL4879,350284942994753,350776872994752,8991102406391710000,5754228294828,crane,Kolkata,Kolkata,Sonapetya
1259,TN91AW5176,350284942994548,350776872994547,8991102406391630000,5754228286891,crane,Madurai,Madurai,Kozhinjipatti-Kodairoad
1260,TN72CD1172,350284942998507,350776872998506,8991102406391630000,5754228286888,crane,Madurai,Madurai,Kappalur
1261,AP39VE0108,350284942984531,350776872984530,8991102406391630000,5754228286889,ambulance,Madurai,Madurai,Kozhinjipatti-Kodairoad
1262,TN72CH1904,350284942984747,350776872984746,8991102406391630000,5754228286884,patrol vehicle,Madurai,Madurai,Etturvattam
1263,TN57CV0940,350284942991320,350776872991329,8991102406391630000,5754228286887,patrol vehicle,Madurai,Madurai,Kozhinjipatti-Kodairoad
1264,RJ20PB3241,350284942984341,350776872984340,8991102406391630000,5754228287083,ambulance,Jabalpur,Jabalpur,Mohtara
1265,RJ11PA6644,350284942932092,350776872932091,8991102406391630000,5754228287161,ambulance,Jabalpur,Jabalpur,Katangi TP
1266,TN91AX3332,350284942932282,350776872932281,8991102406391630000,5754228286999,patrol vehicle,Madurai,Madurai,Kozhinjipatti-Kodairoad
1267,MP20HB7089,350284942910403,350776872910402,8991102406391630000,5754228287158,crane,Jabalpur,Jabalpur,Mohtara
1268,TN72CC5109,350284942906732,350776872906731,8991102406391630000,5754228286881,crane,Madurai,Madurai,Etturvattam
1269,MH12KP1017,350284942932316,350776872932315,8991102406391630000,5754228286795,patrol vehicle,Mumbai,Kolhapur,Kini
1270,MH42BF8452,350284942984937,350776872984936,8991102406391630000,5754228286813,patrol vehicle,Mumbai,Pune,Patas
1271,RJ14PF1950,350284942982949,350776872982948,8991102406391630000,5754228286793,ambulance,Mumbai,Kolhapur,Tasawade
1272,RJ14PF1949,350284942983152,350776872983151,8991102406391630000,5754228286794,ambulance,Mumbai,Kolhapur,Kini
1273,MH31FC7316,350284942991957,350776872991956,8991102406391630000,5754228286792,ambulance,Mumbai,Kolhapur,Tasawade
1274,RJ14PF1948,350284942984945,350776872984944,8991102406391630000,5754228286806,ambulance,Mumbai,Kolhapur,Sangali phata
1275,MP09DG8014,350284942983269,350776872983268,8991102406391630000,5754228287084,patrol vehicle,Jabalpur,Jabalpur,Mohtara
1276,RJ11PA6857,350284942982535,350776872982534,8991102406391630000,5754228286796,ambulance,Mumbai,Kolhapur,Kini
1277,MH09CU1694,350284942981743,350776872981742,8991102406391630000,5754228286797,patrol vehicle,Mumbai,Kolhapur,Kini
1278,WB11F0898,350284942982493,350776872982492,8991102406391710000,5754228294843,ambulance,Kolkata,Kolkata,Rajchandrapur Toll Plaza
1279,WB39C1369,350284942982568,350776872982567,8991102406391710000,5754228294827,ambulance,Kolkata,Kolkata,Dankuni
1280,WB48E6065,350284942928934,350776872928933,8991102406391710000,5754228294832,Crane,Kolkata,Kolkata,Dankuni
1281,WB24AZ8335,350284942982592,350776872982591,8991102406391710000,5754228294839,crane,Kolkata,Kolkata,Rajchandrapur Toll Plaza
1282,WB39C1390,350284942932035,350776872932034,8991102406391710000,5754228294826,patrol vehicle,Kolkata,Kolkata,Dankuni
1283,RJ11PA6733,350284942906583,350776872906582,8991102406391710000,5754228294836,ambulance,Kolkata,Kolkata,Rajchandrapur Toll Plaza
1284,TN57BQ6562,350284942906484,350776872906483,8991102406391630000,5754228286893,patrol vehicle,Madurai,Madurai,Pudur Toll Plaza
1285,TN04G0534,350284942982600,350776872982609,8991102406391630000,5754228286897,ambulance,Madurai,Madurai,Pudur Toll Plaza
1286,CG12U0765,350284942932241,350776872932240,8991102406391630000,5754228286903,Crane,Raipur,Bilaspur,Chotiya
1287,MH10CR6214,350284942910619,350776872910618,8991102406391630000,5754228286820,patrol vehicle,Mumbai,Solapur,Sawaleshwar
1288,MH42BF8453,350284942906278,350776872906277,8991102406391630000,5754228286822,patrol vehicle,Mumbai,Pune,Sardewadi Indapur
1289,MH45AF3417,350284942907631,350776872907630,8991102406391630000,5754228286821,patrol vehicle,Mumbai,Solapur,Nandani
1290,MH40CM3139,350284942994977,350776872994976,8991102406391630000,5754228286791,patrol vehicle,Mumbai,Kolhapur,Tasawade
1291,MH13DM0117,350284942983509,350776872983508,8991102406391630000,5754228286816,crane,Mumbai,Solapur,Sawaleshwar
1292,CG29AF9699,350284942983582,350776872983581,8991102406391630000,5754228286899,patrol vehicle,Raipur,Bilaspur,Chotiya
1293,CG10BX9911,350284942983285,350776872983284,8991102406391630000,5754228286901,patrol vehicle,Raipur,Bilaspur,Lahpatra Toll Plaza
1294,CG17KL7173,350284942983665,350776872983664,8991102406391630000,5754228286900,Crane,Raipur,Bilaspur,Bhojpuri
1295,MH45AF9153,350284942985173,350776872985172,8991102406391630000,5754228286819,ambulance,Mumbai,Solapur,Varwade
1296,MH45AF8579,350284942985033,350776872985032,8991102406391630000,5754228286809,ambulance,Mumbai,Solapur,Sawaleshwar
1297,MH13DE6219,350284942478104,350776872478103,8991102406391630000,5754228286817,crane,Mumbai,Solapur,Varwade
1298,MH40CQ1897,350284942477940,350776872477949,8991102406391630000,5754228286790,Crane,Mumbai,Kolhapur,Tasawade
1299,HR29AY1159,350284942478047,350776872478046,8991102406391630000,5754228287169,crane,Jabalpur,Jabalpur,Pandutala
1300,MP04ZL3775,350284942418258,350776872418257,8991102406391630000,5754228287165,patrol vehicle,Jabalpur,Jabalpur,Pandutala
1301,RJ11PA6645,350284942422177,350776872422176,8991102406391630000,5754228287176,ambulance,Jabalpur,Jabalpur,Pandutala
1302,MH04KU2030,350284942982550,350776872982559,8991102406391630000,5754228287080,ambulance,Jabalpur,Jabalpur,Pandutala
1303,MP04GB7041,350284942932415,350776872932414,8991102406391630000,5754228287167,patrol vehicle,Jabalpur,Jabalpur,Pandutala
1304,MH25BA4495,350284942933793,350776872933792,8991102406391630000,5754228286846,crane,Mumbai,Solapur,Yedeshi
1305,MH25AJ2401,350284942932787,350776872932786,8991102406391630000,5754228286814,patrol vehicle,Mumbai,Solapur,Tamalwadi
1306,MH13EP0948,350284942933694,350776872933693,8991102406391630000,5754228286844,ambulance,Mumbai,Solapur,Yedeshi
1307,MH25BA4023,350284942932597,350776872932596,8991102406391630000,5754228286815,crane,Mumbai,Solapur,Tamalwadi
1308,MH25AJ0155,350284942911286,350776872911285,8991102406391630000,5754228286845,patrol vehicle,Mumbai,Solapur,Yedeshi
1309,MH13EP0946,350284942906369,350776872906368,8991102406391630000,5754228286812,ambulance,Mumbai,Solapur,Tamalwadi
1310,RJ11PA6925,350284942933751,350776872933750,8991102406391630000,5754228287004,ambulance,Madurai,Thanjavur,Kovilvenni Toll Plaza
